TrajectoryID,Stage,Patient,AUTOPHAGY,CELL CYCLE,CELL-CELL COMMUNICATION,CELLULAR RESPONSES TO STIMULI,CHROMATIN ORGANIZATION,CIRCADIAN CLOCK,DEVELOPMENTAL BIOLOGY,DNA REPAIR,DNA REPLICATION,DRUG ADME,EXTRACELLULAR MATRIX ORGANIZATION,HEMOSTASIS,METABOLISM OF RNA,MUSCLE CONTRACTION,NEURONAL SYSTEM,ORGANELLE BIOGENESIS AND MAINTENANCE,PROGRAMMED CELL DEATH,PROTEIN LOCALIZATION,REPRODUCTION,SENSORY PERCEPTION,TRANSPORT OF SMALL MOLECULES,VESICLE-MEDIATED TRANSPORT
90,2,TCGA-AC-A3HN-01,[-0.72730136  1.          0.        ],[2.1193004 0.        1.       ],[-1.4985627  0.5274668  0.       ],[0.49016267 0.99822    0.        ],[-0.40302777  1.          0.        ],[-1.330329    0.34352392  0.        ],[0.69685644 1.         0.        ],[1.6304249  0.01511525 1.        ],[1.7495493  0.00460051 1.        ],[-0.7591568  1.         0.       ],[1.3045057  0.24280062 0.        ],[0.9942059  0.68964237 0.        ],[-0.35939077  1.          0.        ],[-1.4035044   0.38815886  0.        ],[1.1309488  0.61945134 0.        ],[0.6166031 1.        0.       ],[0.80137324 1.         0.        ],[-1.0496831  0.597325   0.       ],[1.1012505  0.61436385 0.        ],[1.0016555 0.7528566 0.       ],[-1.2297355   0.37611124  0.        ],[1.0378554  0.73220325 0.        ]
90,3,TCGA-D8-A27I-01,[-0.8681907  1.         0.       ],[2.0798728 0.        1.       ],[-1.6657822   0.39159697  0.        ],[0.6195872  0.98406947 0.        ],[-0.50329727  1.          0.        ],[-0.85740453  1.          0.        ],[-0.82769936  0.9651455   0.        ],[1.5688996  0.02972403 1.        ],[1.5396935  0.02729918 1.        ],[-1.3222618   0.45256904  0.        ],[1.1002989 0.5264975 0.       ],[1.0649363 0.5500569 0.       ],[-0.35002747  1.          0.        ],[-1.4070117   0.52830243  0.        ],[1.1005601 0.6307791 0.       ],[0.7364018 1.        0.       ],[0.9504016 0.6996591 0.       ],[-0.87342304  1.          0.        ],[0.98188734 0.6993341  0.        ],[-1.2726922   0.41293797  0.        ],[-0.74089307  1.          0.        ],[1.1601547  0.55082333 0.        ]
91,2,TCGA-A2-A0T6-01,[-0.8403992  1.         0.       ],[-0.68417823  1.          0.        ],[-1.1101624  0.9067315  0.       ],[-0.5335483  1.         0.       ],[0.4816235 0.9990889 0.       ],[-0.533527   0.9941751  0.       ],[-0.9195824  1.         0.       ],[1.0505161 1.        0.       ],[0.7853901 1.        0.       ],[-1.4261366   0.31643686  0.        ],[-0.85220635  1.          0.        ],[1.1263123 1.        0.       ],[-0.7177893  1.         0.       ],[-1.5560349   0.20886438  0.        ],[-0.87931675  1.          0.        ],[0.7179861 1.        0.       ],[0.7973147 1.        0.       ],[-0.7422013  1.         0.       ],[-1.3522152   0.35271195  0.        ],[-1.042123   0.9765476  0.       ],[-1.5999795  0.3078515  0.       ],[0.84122074 1.         0.        ]
91,3,TCGA-D8-A27T-01,[-0.9765305  0.6459804  0.       ],[2.4311416 0.        1.       ],[-1.2643101   0.91269124  0.        ],[-0.38030857  0.99988073  0.        ],[0.32151616 1.         0.        ],[-1.1959932   0.50232244  0.        ],[-1.0303699  0.6119853  0.       ],[1.966682 0.       1.      ],[1.8463794e+00 6.6666666e-04 1.0000000e+00],[-1.1729416   0.46529952  0.        ],[-0.7044577  1.         0.       ],[0.76893723 1.         0.        ],[0.6475453 1.        0.       ],[-1.236652    0.51871526  0.        ],[-1.2438346  0.6681684  0.       ],[0.7860842 1.        0.       ],[1.0376245  0.74752045 0.        ],[-0.6260997  1.         0.       ],[1.1799351  0.41193646 0.        ],[-1.4141514  0.8523335  0.       ],[-1.1039644  0.5315022  0.       ],[0.9391109  0.97156215 0.        ]
92,2,TCGA-A8-A0A1-01,[-0.52909136  1.          0.        ],[2.3231218 0.        1.       ],[-1.4430938  0.2575712  0.       ],[-0.24763758  1.          0.        ],[0.5677623  0.98910344 0.        ],[-0.5691795  1.         0.       ],[-0.87148917  1.          0.        ],[1.9009262  0.00290577 1.        ],[1.8547804  0.00193718 1.        ],[-0.8532162  1.         0.       ],[-0.97738457  1.          0.        ],[-0.5881675  1.         0.       ],[-0.9218779  1.         0.       ],[-1.3692756  0.3242028  0.       ],[-1.2613282  0.5824773  0.       ],[1.0600768 0.49066   0.       ],[1.2806965 0.2154992 0.       ],[-0.35160092  1.          0.        ],[-1.0094507  1.         0.       ],[-1.10129  1.       0.     ],[-1.2091618   0.64820296  0.        ],[0.8621324 0.8089144 0.       ]
92,3,TCGA-D8-A27T-01,[-0.9765305  0.6459804  0.       ],[2.4311416 0.        1.       ],[-1.2643101   0.91269124  0.        ],[-0.38030857  0.99988073  0.        ],[0.32151616 1.         0.        ],[-1.1959932   0.50232244  0.        ],[-1.0303699  0.6119853  0.       ],[1.966682 0.       1.      ],[1.8463794e+00 6.6666666e-04 1.0000000e+00],[-1.1729416   0.46529952  0.        ],[-0.7044577  1.         0.       ],[0.76893723 1.         0.        ],[0.6475453 1.        0.       ],[-1.236652    0.51871526  0.        ],[-1.2438346  0.6681684  0.       ],[0.7860842 1.        0.       ],[1.0376245  0.74752045 0.        ],[-0.6260997  1.         0.       ],[1.1799351  0.41193646 0.        ],[-1.4141514  0.8523335  0.       ],[-1.1039644  0.5315022  0.       ],[0.9391109  0.97156215 0.        ]
93,2,TCGA-AC-A2B8-01,[-0.9343759   0.71744615  0.        ],[2.1440442 0.        1.       ],[-1.3274367  0.5948658  0.       ],[0.5390179  0.99748576 0.        ],[0.62598294 1.         0.        ],[-0.53127885  1.          0.        ],[-1.3244603   0.40018147  0.        ],[1.8608385e+00 9.0090090e-04 1.0000000e+00],[1.589768   0.02390387 1.        ],[-0.9910713  0.645453   0.       ],[-1.084525    0.64674395  0.        ],[0.99296457 0.8365424  0.        ],[-0.50524664  0.99813074  0.        ],[-1.7189734   0.11940053  0.        ],[-1.001546    0.79569876  0.        ],[0.8566251 1.        0.       ],[0.8888237 1.        0.       ],[-1.0011678  0.6979405  0.       ],[-1.2117918   0.54626614  0.        ],[-0.92058176  0.6833108   0.        ],[-1.0854117  0.773008   0.       ],[1.0230521 0.8936786 0.       ]
93,3,TCGA-D8-A27T-01,[-0.9765305  0.6459804  0.       ],[2.4311416 0.        1.       ],[-1.2643101   0.91269124  0.        ],[-0.38030857  0.99988073  0.        ],[0.32151616 1.         0.        ],[-1.1959932   0.50232244  0.        ],[-1.0303699  0.6119853  0.       ],[1.966682 0.       1.      ],[1.8463794e+00 6.6666666e-04 1.0000000e+00],[-1.1729416   0.46529952  0.        ],[-0.7044577  1.         0.       ],[0.76893723 1.         0.        ],[0.6475453 1.        0.       ],[-1.236652    0.51871526  0.        ],[-1.2438346  0.6681684  0.       ],[0.7860842 1.        0.       ],[1.0376245  0.74752045 0.        ],[-0.6260997  1.         0.       ],[1.1799351  0.41193646 0.        ],[-1.4141514  0.8523335  0.       ],[-1.1039644  0.5315022  0.       ],[0.9391109  0.97156215 0.        ]
94,2,TCGA-AO-A0J8-01,[-0.8951944  1.         0.       ],[2.1262238 0.        1.       ],[-1.2905021   0.52255553  0.        ],[-0.56474245  1.          0.        ],[0.6720092 1.        0.       ],[-0.8022974  1.         0.       ],[-1.216993    0.62073994  0.        ],[1.9464868 0.        1.       ],[1.8836402e+00 1.2398157e-03 1.0000000e+00],[-0.6704161  1.         0.       ],[-0.8099517  1.         0.       ],[-0.7148601  1.         0.       ],[-0.4272987  0.9992933  0.       ],[-1.5951304  0.1351785  0.       ],[-1.1030663  0.9300935  0.       ],[0.9603173 0.9478038 0.       ],[0.6877818 1.        0.       ],[0.6603825  0.97229505 0.        ],[-1.0417904   0.86988163  0.        ],[-1.0851324   0.84239554  0.        ],[-1.3028765  0.7255163  0.       ],[-0.7180846  1.         0.       ]
94,3,TCGA-D8-A27T-01,[-0.9765305  0.6459804  0.       ],[2.4311416 0.        1.       ],[-1.2643101   0.91269124  0.        ],[-0.38030857  0.99988073  0.        ],[0.32151616 1.         0.        ],[-1.1959932   0.50232244  0.        ],[-1.0303699  0.6119853  0.       ],[1.966682 0.       1.      ],[1.8463794e+00 6.6666666e-04 1.0000000e+00],[-1.1729416   0.46529952  0.        ],[-0.7044577  1.         0.       ],[0.76893723 1.         0.        ],[0.6475453 1.        0.       ],[-1.236652    0.51871526  0.        ],[-1.2438346  0.6681684  0.       ],[0.7860842 1.        0.       ],[1.0376245  0.74752045 0.        ],[-0.6260997  1.         0.       ],[1.1799351  0.41193646 0.        ],[-1.4141514  0.8523335  0.       ],[-1.1039644  0.5315022  0.       ],[0.9391109  0.97156215 0.        ]
95,2,TCGA-E2-A10F-01,[-0.92991316  0.86915565  0.        ],[2.4298959 0.        1.       ],[-1.0802093  0.9112918  0.       ],[0.74120724 1.         0.        ],[0.6040256 1.        0.       ],[-0.9061408  0.815724   0.       ],[-0.93679065  0.9935835   0.        ],[1.8810432e+00 6.8750000e-04 1.0000000e+00],[1.8222528  0.00262778 1.        ],[-1.6974005   0.10030524  0.        ],[0.9012867 0.9260801 0.       ],[-0.6749565  1.         0.       ],[0.41347903 0.99990004 0.        ],[-1.5209296   0.19559112  0.        ],[-1.0021129  0.9686245  0.       ],[0.93897337 0.9253756  0.        ],[1.0948364  0.76010466 0.        ],[-0.5908738  0.9847065  0.       ],[0.9579581  0.99804485 0.        ],[1.0731137 0.6799445 0.       ],[-1.4254441   0.23330341  0.        ],[-0.9019566   0.73521405  0.        ]
95,3,TCGA-D8-A27T-01,[-0.9765305  0.6459804  0.       ],[2.4311416 0.        1.       ],[-1.2643101   0.91269124  0.        ],[-0.38030857  0.99988073  0.        ],[0.32151616 1.         0.        ],[-1.1959932   0.50232244  0.        ],[-1.0303699  0.6119853  0.       ],[1.966682 0.       1.      ],[1.8463794e+00 6.6666666e-04 1.0000000e+00],[-1.1729416   0.46529952  0.        ],[-0.7044577  1.         0.       ],[0.76893723 1.         0.        ],[0.6475453 1.        0.       ],[-1.236652    0.51871526  0.        ],[-1.2438346  0.6681684  0.       ],[0.7860842 1.        0.       ],[1.0376245  0.74752045 0.        ],[-0.6260997  1.         0.       ],[1.1799351  0.41193646 0.        ],[-1.4141514  0.8523335  0.       ],[-1.1039644  0.5315022  0.       ],[0.9391109  0.97156215 0.        ]
96,1,TCGA-EW-A1J3-01,[-0.820815   0.9513949  0.       ],[2.7294285 0.        1.       ],[-1.9655081  0.        -1.       ],[0.5900858 0.9917883 0.       ],[0.7542815 1.        0.       ],[-0.48146543  1.          0.        ],[-1.4651089   0.19371015  0.        ],[2.3545415 0.        1.       ],[2.211382 0.       1.      ],[-0.8468761  0.9893946  0.       ],[-1.2137529   0.42936686  0.        ],[-0.7568099   0.98919505  0.        ],[-0.45130157  0.9994803   0.        ],[-1.6707892   0.04907115 -1.        ],[-1.2309016  0.4762388  0.       ],[0.90892977 1.         0.        ],[0.79234535 1.         0.        ],[-0.98374486  0.75470537  0.        ],[1.7696354  0.00374696 1.        ],[-1.1070364  0.6050602  0.       ],[-1.2397118  0.5670951  0.       ],[-1.0854907   0.57797444  0.        ]
96,2,TCGA-E2-A1L8-01,[-0.7610113  1.         0.       ],[1.8106657  0.00337724 1.        ],[-1.6873828  0.0351152 -1.       ],[0.50177693 1.         0.        ],[-0.35000798  1.          0.        ],[0.410609 1.       0.      ],[-1.237107    0.90931636  0.        ],[1.5072689  0.03482869 1.        ],[1.680583   0.01475008 1.        ],[-1.15412    0.8188026  0.       ],[-1.0189662  0.9746449  0.       ],[-0.66464454  1.          0.        ],[-0.30269638  1.          0.        ],[-1.7356412   0.03440499 -1.        ],[-1.0375792  1.         0.       ],[1.0275568 0.5392807 0.       ],[-0.36110702  1.          0.        ],[-0.49549797  1.          0.        ],[1.1435598  0.38595948 0.        ],[-0.85916334  1.          0.        ],[-1.1609918  0.9933516  0.       ],[-0.724255  1.        0.      ]
96,3,TCGA-D8-A27T-01,[-0.9765305  0.6459804  0.       ],[2.4311416 0.        1.       ],[-1.2643101   0.91269124  0.        ],[-0.38030857  0.99988073  0.        ],[0.32151616 1.         0.        ],[-1.1959932   0.50232244  0.        ],[-1.0303699  0.6119853  0.       ],[1.966682 0.       1.      ],[1.8463794e+00 6.6666666e-04 1.0000000e+00],[-1.1729416   0.46529952  0.        ],[-0.7044577  1.         0.       ],[0.76893723 1.         0.        ],[0.6475453 1.        0.       ],[-1.236652    0.51871526  0.        ],[-1.2438346  0.6681684  0.       ],[0.7860842 1.        0.       ],[1.0376245  0.74752045 0.        ],[-0.6260997  1.         0.       ],[1.1799351  0.41193646 0.        ],[-1.4141514  0.8523335  0.       ],[-1.1039644  0.5315022  0.       ],[0.9391109  0.97156215 0.        ]
97,2,TCGA-AC-A4ZE-01,[-0.6376802  1.         0.       ],[2.5388649 0.        1.       ],[-1.7346365   0.04826131 -1.        ],[-0.6778647  1.         0.       ],[0.7083985 1.        0.       ],[-1.1006219  0.6657894  0.       ],[-1.0030282  0.8038473  0.       ],[2.180071 0.       1.      ],[1.9334707e+00 8.4175080e-04 1.0000000e+00],[-0.6243756  0.9549085  0.       ],[-1.2461821   0.40679947  0.        ],[-0.8040445  1.         0.       ],[0.7414678 1.        0.       ],[-1.6322935   0.03968716 -1.        ],[-1.6390071   0.05664873  0.        ],[1.0101633 0.7215328 0.       ],[-0.72006255  1.          0.        ],[0.43689722 0.9992424  0.        ],[1.4406422  0.06537899 0.        ],[1.1391494  0.45433965 0.        ],[-1.2598424  0.4770358  0.       ],[0.8631736 1.        0.       ]
97,3,TCGA-D8-A3Z5-01,[0.7587653 1.        0.       ],[1.3548456  0.20571616 0.        ],[-1.1436017  0.7619009  0.       ],[-0.29368713  1.          0.        ],[0.55589855 0.9922868  0.        ],[-0.9367298  1.         0.       ],[-0.6563215  1.         0.       ],[1.4384958  0.21570104 0.        ],[1.2296306  0.31267753 0.        ],[-0.48526695  1.          0.        ],[-0.65640885  1.          0.        ],[-0.97939676  1.          0.        ],[0.9587475 0.9611609 0.       ],[-1.4592426   0.44585449  0.        ],[-1.4714915  0.8008179  0.       ],[0.5875173 1.        0.       ],[-0.6530372  1.         0.       ],[-0.6465058  1.         0.       ],[-1.360514    0.55517757  0.        ],[-1.2937132  0.5956636  0.       ],[-1.2401553   0.61989516  0.        ],[-0.8360325  1.         0.       ]
98,2,TCGA-E2-A2P6-01,[-0.6200385  1.         0.       ],[2.5008156 0.        1.       ],[-1.627996    0.12791026  0.        ],[0.57857823 1.         0.        ],[0.60694546 1.         0.        ],[-1.1902546  0.5270795  0.       ],[-1.3206139   0.33333123  0.        ],[1.9597846 0.        1.       ],[1.8996089 0.        1.       ],[-0.6731354  1.         0.       ],[-0.9779399   0.85229635  0.        ],[-0.7523153  1.         0.       ],[-0.3244022  1.         0.       ],[-1.4635351   0.27153325  0.        ],[-1.4252052   0.23923862  0.        ],[0.7207985 1.        0.       ],[0.4681003  0.99963254 0.        ],[0.46974596 1.         0.        ],[1.6190246  0.01198031 1.        ],[0.99477214 0.9209041  0.        ],[-1.0799737   0.70594543  0.        ],[-0.7930304  1.         0.       ]
98,3,TCGA-D8-A3Z6-01,[-0.69966155  1.          0.        ],[2.0560803 0.        1.       ],[-0.89136374  1.          0.        ],[0.59362745 1.         0.        ],[0.39708072 1.         0.        ],[-0.92341375  1.          0.        ],[-1.0476654  0.9465222  0.       ],[1.6824507 0.0144172 1.       ],[1.6372796  0.01510306 1.        ],[-1.0590824  1.         0.       ],[-0.6514158  1.         0.       ],[-0.88271576  1.          0.        ],[0.69426405 1.         0.        ],[-1.850709    0.01652346 -1.        ],[-1.1369978  0.9959948  0.       ],[0.7450428 1.        0.       ],[-0.67445886  1.          0.        ],[-0.6484658  0.9557007  0.       ],[-0.7894583  1.         0.       ],[-1.2605804   0.77371204  0.        ],[-1.3930207  0.5819799  0.       ],[-0.74702805  1.          0.        ]
99,2,TCGA-B6-A2IU-01,[-0.47779548  1.          0.        ],[2.526666 0.       1.      ],[-1.2400506   0.68463993  0.        ],[-0.26347953  1.          0.        ],[0.93246335 0.5776139  0.        ],[-0.74905026  1.          0.        ],[-0.751099  1.        0.      ],[2.2797759 0.        1.       ],[2.0952175 0.        1.       ],[-0.76142305  1.          0.        ],[-1.221303   0.6163147  0.       ],[-0.7353395  1.         0.       ],[-0.50728446  1.          0.        ],[-1.5063585   0.30804297  0.        ],[-1.3667789   0.36854547  0.        ],[1.2864784  0.14888199 0.        ],[-0.5007287  1.         0.       ],[-0.390705  1.        0.      ],[-0.96151376  1.          0.        ],[-1.3700726  0.5393842  0.       ],[-1.1348464  0.8370025  0.       ],[-0.76422435  1.          0.        ]
99,3,TCGA-E2-A107-01,[-0.6037954  1.         0.       ],[3.0161202 0.        1.       ],[-1.0421741  1.         0.       ],[-0.45069945  0.99779594  0.        ],[1.0946572  0.33768278 0.        ],[-0.68801665  1.          0.        ],[-0.9526792  1.         0.       ],[2.4804873 0.        1.       ],[2.4988754 0.        1.       ],[-1.4337213   0.22452357  0.        ],[-0.9580865  1.         0.       ],[-0.6484496  1.         0.       ],[1.1274302 0.3341267 0.       ],[-1.6322185  0.113618   0.       ],[-1.448452    0.30042708  0.        ],[1.5053406  0.02877345 1.        ],[-0.93569833  1.          0.        ],[-0.72145754  1.          0.        ],[1.6032779  0.02045455 1.        ],[-0.9230095  0.93622    0.       ],[-1.2513366  0.5533169  0.       ],[0.90616757 0.64680475 0.        ]
100,2,TCGA-LL-A6FP-01,[-0.44102472  0.87782574  0.        ],[nan  1. nan],[-1.2442901   0.35338622  0.        ],[nan  1. nan],[0.7084739 0.9217592 0.       ],[-0.91536754  0.8796557   0.        ],[-1.0114607   0.67713594  0.        ],[1.6188242 0.03125   1.       ],[1.9741235 0.        1.       ],[-1.0839549  0.621614   0.       ],[-1.1183255  0.5594931  0.       ],[-0.8481929  0.8631916  0.       ],[1.2491521  0.21141973 0.        ],[-1.1463134  0.5388294  0.       ],[-1.3258265   0.21555583  0.        ],[0.7632063 1.        0.       ],[-0.57740307  0.9699865   0.        ],[-0.54941016  0.9166118   0.        ],[-1.0670886  0.6134004  0.       ],[-1.0407851  0.6421244  0.       ],[-1.2316029   0.31869394  0.        ],[-0.8700156   0.89589864  0.        ]
100,3,TCGA-E2-A107-01,[-0.6037954  1.         0.       ],[3.0161202 0.        1.       ],[-1.0421741  1.         0.       ],[-0.45069945  0.99779594  0.        ],[1.0946572  0.33768278 0.        ],[-0.68801665  1.          0.        ],[-0.9526792  1.         0.       ],[2.4804873 0.        1.       ],[2.4988754 0.        1.       ],[-1.4337213   0.22452357  0.        ],[-0.9580865  1.         0.       ],[-0.6484496  1.         0.       ],[1.1274302 0.3341267 0.       ],[-1.6322185  0.113618   0.       ],[-1.448452    0.30042708  0.        ],[1.5053406  0.02877345 1.        ],[-0.93569833  1.          0.        ],[-0.72145754  1.          0.        ],[1.6032779  0.02045455 1.        ],[-0.9230095  0.93622    0.       ],[-1.2513366  0.5533169  0.       ],[0.90616757 0.64680475 0.        ]
101,1,TCGA-BH-A8FZ-01,[-0.9537443  1.         0.       ],[1.9505558 0.        1.       ],[-0.72536695  1.          0.        ],[0.7519404  0.97626144 0.        ],[-0.59105325  1.          0.        ],[-0.57859975  1.          0.        ],[-0.66555077  1.          0.        ],[1.420971   0.12269381 0.        ],[1.4707465  0.12058762 0.        ],[0.8700035 1.        0.       ],[0.97608244 1.         0.        ],[0.93176234 1.         0.        ],[0.9041086 1.        0.       ],[-1.3214883  1.         0.       ],[0.9564706 1.        0.       ],[0.52466136 0.9967049  0.        ],[0.9018713 1.        0.       ],[-0.44253984  0.9987214   0.        ],[0.75480133 1.         0.        ],[-1.0383806  1.         0.       ],[-1.004889  1.        0.      ],[0.8163095 1.        0.       ]
101,2,TCGA-BH-A8G0-01,[0.60804796 1.         0.        ],[0.7106334 1.        0.       ],[-1.199678  1.        0.      ],[-0.6195181  1.         0.       ],[-0.7578995  1.         0.       ],[-1.1937772  0.8309037  0.       ],[-0.86477774  1.          0.        ],[0.6020945 1.        0.       ],[0.4651161 1.        0.       ],[-0.6994924  1.         0.       ],[1.1681114 1.        0.       ],[0.9601953 1.        0.       ],[0.34264633 1.         0.        ],[-1.3529111  1.         0.       ],[1.1987416 1.        0.       ],[0.43758953 1.         0.        ],[-0.39018658  0.9991134   0.        ],[-1.151813   0.7148772  0.       ],[0.9478458 1.        0.       ],[-0.7967194  1.         0.       ],[-0.8187843  1.         0.       ],[0.6630827 1.        0.       ]
101,3,TCGA-E2-A3DX-01,[-0.4705642  1.         0.       ],[1.670492   0.01867071 1.        ],[-0.8410776  0.967362   0.       ],[-1.0259486  0.7611536  0.       ],[0.48118272 1.         0.        ],[-0.43176714  0.9996258   0.        ],[-0.89193225  0.92405427  0.        ],[1.3872075  0.19360563 0.        ],[1.0111897 0.7284517 0.       ],[-0.82660246  0.9043754   0.        ],[1.2816063 0.2812785 0.       ],[1.1498531 0.4059186 0.       ],[0.29300326 1.         0.        ],[-0.96772224  0.8151012   0.        ],[1.1699055  0.44982708 0.        ],[0.83128 1.      0.     ],[-1.6430312  0.2411812  0.       ],[-1.3498889  0.3865308  0.       ],[-1.4996723  0.2830997  0.       ],[-1.1004002   0.68422997  0.        ],[-1.2159842  0.5210478  0.       ],[0.85881555 1.         0.        ]
102,1,TCGA-LL-A440-01,[0.6481963 1.        0.       ],[1.6007756  0.04332763 1.        ],[0.84046066 1.         0.        ],[0.53190404 1.         0.        ],[-0.7378625  1.         0.       ],[-0.6600729  1.         0.       ],[0.7258818 1.        0.       ],[1.2146926 0.4232069 0.       ],[1.2679703  0.40670604 0.        ],[0.8666921 1.        0.       ],[1.465324   0.12638159 0.        ],[1.0856271  0.81105715 0.        ],[-0.3185461  1.         0.       ],[1.0042393 1.        0.       ],[1.2795957 0.4916743 0.       ],[0.58545065 1.         0.        ],[0.3692686 0.9998945 0.       ],[-1.2848387   0.79148453  0.        ],[1.2553118  0.36205256 0.        ],[-1.0161691  1.         0.       ],[0.89715725 1.         0.        ],[0.8400858 1.        0.       ]
102,2,TCGA-BH-A8G0-01,[0.60804796 1.         0.        ],[0.7106334 1.        0.       ],[-1.199678  1.        0.      ],[-0.6195181  1.         0.       ],[-0.7578995  1.         0.       ],[-1.1937772  0.8309037  0.       ],[-0.86477774  1.          0.        ],[0.6020945 1.        0.       ],[0.4651161 1.        0.       ],[-0.6994924  1.         0.       ],[1.1681114 1.        0.       ],[0.9601953 1.        0.       ],[0.34264633 1.         0.        ],[-1.3529111  1.         0.       ],[1.1987416 1.        0.       ],[0.43758953 1.         0.        ],[-0.39018658  0.9991134   0.        ],[-1.151813   0.7148772  0.       ],[0.9478458 1.        0.       ],[-0.7967194  1.         0.       ],[-0.8187843  1.         0.       ],[0.6630827 1.        0.       ]
102,3,TCGA-E2-A3DX-01,[-0.4705642  1.         0.       ],[1.670492   0.01867071 1.        ],[-0.8410776  0.967362   0.       ],[-1.0259486  0.7611536  0.       ],[0.48118272 1.         0.        ],[-0.43176714  0.9996258   0.        ],[-0.89193225  0.92405427  0.        ],[1.3872075  0.19360563 0.        ],[1.0111897 0.7284517 0.       ],[-0.82660246  0.9043754   0.        ],[1.2816063 0.2812785 0.       ],[1.1498531 0.4059186 0.       ],[0.29300326 1.         0.        ],[-0.96772224  0.8151012   0.        ],[1.1699055  0.44982708 0.        ],[0.83128 1.      0.     ],[-1.6430312  0.2411812  0.       ],[-1.3498889  0.3865308  0.       ],[-1.4996723  0.2830997  0.       ],[-1.1004002   0.68422997  0.        ],[-1.2159842  0.5210478  0.       ],[0.85881555 1.         0.        ]
103,2,TCGA-A2-A0CR-01,[-0.40761685  1.          0.        ],[1.4416441  0.11789566 0.        ],[-1.1553228  1.         0.       ],[-0.3594881  0.9998517  0.       ],[-1.092826  1.        0.      ],[-1.3167865  1.         0.       ],[-0.771985  1.        0.      ],[0.69906354 1.         0.        ],[1.5805379  0.08074169 0.        ],[-0.48069268  1.          0.        ],[0.7198923 1.        0.       ],[0.8992334 1.        0.       ],[1.383724   0.12574469 0.        ],[-0.70821893  1.          0.        ],[-1.0590258  1.         0.       ],[-0.6814359  1.         0.       ],[0.8616163 1.        0.       ],[0.34265783 1.         0.        ],[-1.0118107  1.         0.       ],[-1.2462113  1.         0.       ],[-0.9770838  0.9936454  0.       ],[-0.68951035  1.          0.        ]
103,3,TCGA-E9-A5FK-01,[0.7142823 1.        0.       ],[1.5607684  0.13003588 0.        ],[-1.3477193  0.6275998  0.       ],[-0.49668735  1.          0.        ],[-0.7650402  1.         0.       ],[-1.1467001  1.         0.       ],[-0.91572964  1.          0.        ],[-0.516196  1.        0.      ],[1.5229663  0.05726248 0.        ],[-0.32997552  0.9997837   0.        ],[-0.5298114  1.         0.       ],[0.8415116 1.        0.       ],[1.5585886  0.06501794 0.        ],[0.959387 1.       0.      ],[-1.1174176  1.         0.       ],[-0.65237683  1.          0.        ],[-0.834463  1.        0.      ],[0.44036248 0.99951506 0.        ],[-0.91696984  1.          0.        ],[-1.4429147  0.5893161  0.       ],[-0.92429197  1.          0.        ],[0.65740377 1.         0.        ]
104,2,TCGA-BH-A42T-01,[-0.72174394  1.          0.        ],[2.6130483 0.        1.       ],[-1.6635455   0.12427905  0.        ],[-0.54399425  0.9911448   0.        ],[0.56849766 0.995508   0.        ],[-1.0239271   0.72501343  0.        ],[-1.0641475  0.8758485  0.       ],[2.0798821 0.        1.       ],[2.1100638 0.        1.       ],[-0.67989206  1.          0.        ],[-0.9187656  0.8769295  0.       ],[-0.8118903  1.         0.       ],[1.6034786  0.01643565 1.        ],[-1.5251786   0.17641155  0.        ],[-1.4065406   0.26377136  0.        ],[0.6950248 1.        0.       ],[0.9097425 1.        0.       ],[0.58654064 1.         0.        ],[1.4959966  0.03703518 1.        ],[-1.0588361   0.74271065  0.        ],[-1.1121821   0.89757925  0.        ],[0.75717324 1.         0.        ]
104,3,TCGA-E9-A6HE-01,[-0.5405174   0.98640263  0.        ],[2.375257 0.       1.      ],[-1.5290542   0.34093365  0.        ],[1.1622672  0.35835332 0.        ],[-0.68586284  1.          0.        ],[-1.0229514  0.636774   0.       ],[-1.0471591  0.751375   0.       ],[1.9913322e+00 1.0121458e-03 1.0000000e+00],[2.2867196 0.        1.       ],[-0.77163875  1.          0.        ],[-0.669798  0.986858  0.      ],[-1.0231875   0.71575165  0.        ],[1.7518167  0.00736336 1.        ],[-1.3707709  0.365092   0.       ],[-1.41039     0.42132935  0.        ],[0.7269907 0.9256956 0.       ],[0.9875225 0.6937131 0.       ],[0.7355585 1.        0.       ],[-1.3691976   0.27688408  0.        ],[-1.166579   0.6616108  0.       ],[-1.1115762  0.6904668  0.       ],[0.83652085 1.         0.        ]
105,2,TCGA-OL-A66K-01,[0.78701603 1.         0.        ],[2.0663292 0.        1.       ],[-1.2121115  1.         0.       ],[-0.35671577  0.9998448   0.        ],[0.49561122 0.99899113 0.        ],[-0.6242548  1.         0.       ],[-0.9090227  1.         0.       ],[1.6925534  0.01723103 1.        ],[1.5458127  0.04526797 1.        ],[-0.705463  1.        0.      ],[-0.6237834  1.         0.       ],[-0.5878751  1.         0.       ],[0.5805645 1.        0.       ],[-1.0406265  1.         0.       ],[-0.75769556  1.          0.        ],[0.6927209 1.        0.       ],[-0.4949055  1.         0.       ],[-0.44307354  1.          0.        ],[0.7643842 1.        0.       ],[-1.5745068   0.22092205  0.        ],[-1.0130945  1.         0.       ],[-0.5245794  1.         0.       ]
